quantized_shufflenet_v2_x1_5,regnet_x_800mf,efficientnet_b3,wide_resnet101_2,mobilenet_v3_small,mnasnet1_3,squeezenet1_0,shufflenet_v2_x1_5,quantized_shufflenet_v2_x1_0,convnext_tiny,densenet121,shufflenet_v2_x0_5,convnext_large,resnext50_32x4d,regnet_y_1_6gf,swin_v2_t,vgg16,shufflenet_v2_x2_0,swin_t,convnext_base,vgg11,resnet34,shufflenet_v2_x1_0,vgg19_bn,quantized_resnet50,regnet_y_3_2gf,quantized_shufflenet_v2_x2_0,quantized_shufflenet_v2_x0_5,mnasnet0_75,densenet169,resnet101,wide_resnet50_2,regnet_y_400mf,googlenet,vit_l_32,squeezenet1_1,quantized_mobilenet_v2,resnet18,regnet_x_1_6gf,efficientnet_v2_s,vgg13,regnet_y_8gf,resnet152,mnasnet1_0,mobilenet_v3_large,vit_b_32,efficientnet_b2,regnet_y_800mf,efficientnet_b0,quantized_resnet18,quantized_mobilenet_v3_large,vgg13_bn,quantized_inception_v3,quantized_googlenet,regnet_x_8gf,alexnet,regnet_x_3_2gf,vit_b_16,convnext_small,mnasnet0_5,resnet50,mobilenet_v2,swin_s,vgg19,vgg11_bn,efficientnet_b1,regnet_x_400mf,vgg16_bn,convnext_base_40,convnext_large_40
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.1153846153846153,0.2307692307692307,0.0384615384615384,0.1153846153846153,0.1538461538461538,0.7307692307692307,0.4615384615384615,0.1153846153846153,0.0769230769230769,0.1538461538461538,0.3461538461538461,0.2307692307692307,0.0384615384615384,0.2692307692307692,0.1538461538461538,0.3461538461538461,0.2692307692307692,0.0769230769230769,0.0384615384615384,0.0769230769230769,0.3076923076923077,0.1538461538461538,0.1923076923076923,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.2307692307692307,0.0769230769230769,0.1153846153846153,0.1538461538461538,0.2692307692307692,0.2307692307692307,0.2307692307692307,0.1538461538461538,0.1153846153846153,0.1153846153846153,0.2307692307692307,0.1538461538461538,0.1153846153846153,0.1538461538461538,0.0769230769230769,0.1538461538461538,0.3076923076923077,0.1538461538461538,0.3846153846153846,0.1538461538461538,0.0384615384615384,0.0384615384615384,0.3461538461538461,0.1538461538461538,0.1538461538461538,0.1153846153846153,0.2692307692307692,0.1153846153846153,0.4615384615384615,0.1538461538461538,0.1538461538461538,0.0384615384615384,0.5,0.0384615384615384,0.1153846153846153,0.0384615384615384,0.8461538461538461,0.0384615384615384,0.1923076923076923,0.3076923076923077,0.1153846153846153,0.038461538461538464,0.038461538461538464
0.0278637770897832,0.0247678018575851,0.0123839009287925,0.0154798761609907,0.0154798761609907,0.0959752321981424,0.0773993808049535,0.0123839009287925,0.0247678018575851,0.0247678018575851,0.0123839009287925,0.0526315789473684,0.0030959752321981,0.0092879256965944,0.0185758513931888,0.0092879256965944,0.0278637770897832,0.0216718266253869,0.0154798761609907,0.0030959752321981,0.0278637770897832,0.0340557275541795,0.0557275541795665,0.0278637770897832,0.0371517027863777,0.0154798761609907,0.0309597523219814,0.0433436532507739,0.3591331269349845,0.0216718266253869,0.0092879256965944,0.0309597523219814,0.0185758513931888,0.0061919504643962,0.0154798761609907,0.0371517027863777,0.0402476780185758,0.0371517027863777,0.0123839009287925,0.0185758513931888,0.0278637770897832,0.0216718266253869,0.0185758513931888,0.0123839009287925,0.0247678018575851,0.1052631578947368,0.0185758513931888,0.0278637770897832,0.0092879256965944,0.0433436532507739,0.0247678018575851,0.0402476780185758,0.0340557275541795,0.0216718266253869,0.0092879256965944,0.0866873065015479,0.0185758513931888,0.0588235294117647,0.0061919504643962,0.1238390092879257,0.0309597523219814,0.0247678018575851,0.0154798761609907,0.0495356037151702,0.0123839009287925,0.0123839009287925,0.0216718266253869,0.0278637770897832,0.006191950464396285,0.0030959752321981426
0.1038961038961039,0.0779220779220779,0.0259740259740259,0.0649350649350649,0.1948051948051948,0.5324675324675324,0.2467532467532467,0.0259740259740259,0.1168831168831168,0.0129870129870129,0.0649350649350649,0.2337662337662337,0.0129870129870129,0.0649350649350649,0.0389610389610389,0.0519480519480519,0.1168831168831168,0.0909090909090909,0.0259740259740259,0.0389610389610389,0.0909090909090909,0.1818181818181818,0.1038961038961039,0.0779220779220779,0.0779220779220779,0.0389610389610389,0.0779220779220779,0.2077922077922078,0.1038961038961039,0.0389610389610389,0.1948051948051948,0.0649350649350649,0.0389610389610389,0.0649350649350649,0.0909090909090909,0.2207792207792207,0.0649350649350649,0.1168831168831168,0.0259740259740259,0.0259740259740259,0.0649350649350649,0.0259740259740259,0.0779220779220779,0.3246753246753247,0.0519480519480519,0.5194805194805194,0.0519480519480519,0.0779220779220779,0.0389610389610389,0.0909090909090909,0.0649350649350649,0.0909090909090909,0.0649350649350649,0.0519480519480519,0.0259740259740259,0.2727272727272727,0.0389610389610389,0.1428571428571428,0.0129870129870129,0.5584415584415584,0.0259740259740259,0.0649350649350649,0.0,0.3376623376623376,0.0779220779220779,0.0649350649350649,0.0259740259740259,0.0649350649350649,0.0,0.012987012987012988
0.2307692307692307,0.1923076923076923,0.1923076923076923,0.1923076923076923,0.4230769230769231,0.6923076923076923,0.6153846153846154,0.1923076923076923,0.3846153846153846,0.1538461538461538,0.2307692307692307,0.4230769230769231,0.0384615384615384,0.1538461538461538,0.3076923076923077,0.1153846153846153,0.5769230769230769,0.0384615384615384,0.1538461538461538,0.0384615384615384,0.5,0.3076923076923077,0.1923076923076923,0.3461538461538461,0.3076923076923077,0.3846153846153846,0.0769230769230769,0.4230769230769231,0.5769230769230769,0.0769230769230769,0.4230769230769231,0.1923076923076923,0.3076923076923077,0.4230769230769231,0.3461538461538461,0.6923076923076923,0.2307692307692307,0.3846153846153846,0.1153846153846153,0.1538461538461538,0.4615384615384615,0.3076923076923077,0.3076923076923077,0.7692307692307693,0.4230769230769231,0.6923076923076923,0.1538461538461538,0.1923076923076923,0.1538461538461538,0.5,0.3461538461538461,0.6153846153846154,0.1923076923076923,0.2692307692307692,0.1538461538461538,0.6153846153846154,0.2307692307692307,0.5,0.1153846153846153,1.0,0.3076923076923077,0.1923076923076923,0.2692307692307692,0.9230769230769232,0.3461538461538461,0.1923076923076923,0.1923076923076923,0.3076923076923077,0.07692307692307693,0.038461538461538464
0.0353982300884955,0.0294985250737463,0.0117994100294985,0.0353982300884955,0.0383480825958702,0.0530973451327433,0.0737463126843657,0.0324483775811209,0.0619469026548672,0.0058997050147492,0.0294985250737463,0.0766961651917404,0.0058997050147492,0.0530973451327433,0.023598820058997,0.0383480825958702,0.0412979351032448,0.0294985250737463,0.0383480825958702,0.0088495575221238,0.0825958702064896,0.0324483775811209,0.0442477876106194,0.023598820058997,0.0176991150442477,0.023598820058997,0.0147492625368731,0.0914454277286135,0.2271386430678466,0.0294985250737463,0.0442477876106194,0.0206489675516224,0.0324483775811209,0.0265486725663716,0.0530973451327433,0.0943952802359882,0.0383480825958702,0.0766961651917404,0.0176991150442477,0.0294985250737463,0.0383480825958702,0.0058997050147492,0.0324483775811209,0.023598820058997,0.0206489675516224,0.4660766961651917,0.0353982300884955,0.0088495575221238,0.023598820058997,0.0412979351032448,0.023598820058997,0.0501474926253687,0.0176991150442477,0.0265486725663716,0.023598820058997,0.0855457227138643,0.0147492625368731,0.3215339233038348,0.0058997050147492,0.1474926253687315,0.0353982300884955,0.0412979351032448,0.0412979351032448,0.0265486725663716,0.0265486725663716,0.0206489675516224,0.0560471976401179,0.0176991150442477,0.008849557522123894,0.0058997050147492625
0.15625,0.125,0.09375,0.25,0.3125,0.6875,0.375,0.0625,0.15625,0.0625,0.15625,0.375,0.09375,0.15625,0.0625,0.0625,0.40625,0.15625,0.0625,0.0625,0.28125,0.125,0.25,0.1875,0.15625,0.0625,0.15625,0.375,0.46875,0.125,0.125,0.15625,0.28125,0.15625,0.21875,0.40625,0.125,0.09375,0.09375,0.09375,0.1875,0.125,0.15625,0.21875,0.21875,0.6875,0.15625,0.09375,0.125,0.1875,0.1875,0.15625,0.1875,0.21875,0.0625,0.375,0.15625,0.21875,0.03125,0.84375,0.0625,0.25,0.03125,0.5625,0.28125,0.15625,0.28125,0.28125,0.0,0.09375
0.0165562913907284,0.0198675496688741,0.009933774834437,0.0165562913907284,0.0331125827814569,0.2549668874172185,0.0463576158940397,0.0231788079470198,0.0298013245033112,0.009933774834437,0.009933774834437,0.1556291390728476,0.0066225165562913,0.0165562913907284,0.0231788079470198,0.009933774834437,0.0264900662251655,0.0165562913907284,0.0066225165562913,0.009933774834437,0.0132450331125827,0.0496688741721854,0.0198675496688741,0.0132450331125827,0.0231788079470198,0.009933774834437,0.0132450331125827,0.1225165562913907,0.4403973509933774,0.0231788079470198,0.0165562913907284,0.009933774834437,0.0165562913907284,0.0165562913907284,0.0298013245033112,0.0596026490066225,0.0298013245033112,0.009933774834437,0.0132450331125827,0.0132450331125827,0.0198675496688741,0.0132450331125827,0.0198675496688741,0.2317880794701986,0.0264900662251655,0.076158940397351,0.0132450331125827,0.0298013245033112,0.0165562913907284,0.009933774834437,0.0198675496688741,0.0231788079470198,0.0165562913907284,0.009933774834437,0.0231788079470198,0.076158940397351,0.0132450331125827,0.043046357615894,0.0165562913907284,0.0827814569536423,0.009933774834437,0.009933774834437,0.009933774834437,0.086092715231788,0.0364238410596026,0.0165562913907284,0.0298013245033112,0.0231788079470198,0.009933774834437087,0.006622516556291391
0.0303030303030303,0.0192837465564738,0.0110192837465564,0.0358126721763085,0.071625344352617,0.3278236914600551,0.0606060606060606,0.024793388429752,0.0495867768595041,0.0082644628099173,0.0165289256198347,0.1239669421487603,0.0082644628099173,0.0192837465564738,0.0110192837465564,0.0165289256198347,0.0798898071625344,0.0110192837465564,0.0220385674931129,0.0055096418732782,0.046831955922865,0.0358126721763085,0.0606060606060606,0.0413223140495867,0.0165289256198347,0.0110192837465564,0.0110192837465564,0.1046831955922865,0.3994490358126721,0.0358126721763085,0.0275482093663911,0.0082644628099173,0.0495867768595041,0.0082644628099173,0.024793388429752,0.0909090909090909,0.0303030303030303,0.0192837465564738,0.0165289256198347,0.0137741046831955,0.0413223140495867,0.0082644628099173,0.0440771349862259,0.1845730027548209,0.0330578512396694,0.2066115702479339,0.0330578512396694,0.0275482093663911,0.0137741046831955,0.0220385674931129,0.0303030303030303,0.071625344352617,0.024793388429752,0.0137741046831955,0.0165289256198347,0.1074380165289256,0.0192837465564738,0.0909090909090909,0.0082644628099173,0.2782369146005509,0.0358126721763085,0.0275482093663911,0.0192837465564738,0.0495867768595041,0.0330578512396694,0.0275482093663911,0.0275482093663911,0.0440771349862259,0.005509641873278237,0.005509641873278237
0.1123595505617977,0.0786516853932584,0.0674157303370786,0.0449438202247191,0.0786516853932584,0.3595505617977528,0.1235955056179775,0.0674157303370786,0.1573033707865168,0.0337078651685393,0.0561797752808988,0.2359550561797752,0.0449438202247191,0.1011235955056179,0.1011235955056179,0.0674157303370786,0.2359550561797752,0.146067415730337,0.0561797752808988,0.0224719101123595,0.0786516853932584,0.1235955056179775,0.0898876404494382,0.3370786516853932,0.0786516853932584,0.0449438202247191,0.146067415730337,0.2134831460674157,0.3258426966292135,0.0786516853932584,0.0898876404494382,0.0674157303370786,0.1235955056179775,0.1123595505617977,0.0337078651685393,0.1685393258426966,0.1123595505617977,0.1348314606741573,0.1011235955056179,0.0561797752808988,0.0786516853932584,0.0786516853932584,0.1797752808988764,0.1348314606741573,0.1123595505617977,0.4719101123595505,0.0898876404494382,0.0786516853932584,0.0449438202247191,0.1235955056179775,0.1123595505617977,0.2022471910112359,0.2359550561797752,0.1348314606741573,0.1123595505617977,0.2134831460674157,0.0674157303370786,0.1797752808988764,0.0561797752808988,0.449438202247191,0.0674157303370786,0.1123595505617977,0.0449438202247191,0.1797752808988764,0.0786516853932584,0.1011235955056179,0.0449438202247191,0.1011235955056179,0.02247191011235955,0.033707865168539325
